Index,Original Code,Program Length,Adversarial Code,True Label,Original Prediction,Adv Prediction,Is Success,Extracted Names,Importance Score,Greedy No. Changed Names,Greedy No. Changed Tokens,Replaced Names,GA No. Changed Names,GA No. Changed Tokens,Attack Type,Query Times,Time Cost,Suc Type,Insert Words,orig prob,current prob
24,"public CacheSubnetGroup modifyCacheSubnetGroup(ModifyCacheSubnetGroupRequest request) {request = beforeClientExecution(request);return executeModifyCacheSubnetGroup(request);}
",22,"public CacheSubnetGroup update(ModifyCacheSubnetGroupRequest modified) {modified = beforeClientExecution(modified);return executeModifyCacheSubnetGroup(modified);}
","public virtual ModifyCacheSubnetGroupResponse ModifyCacheSubnetGroup(ModifyCacheSubnetGroupRequest request){var options = new InvokeOptions();options.RequestMarshaller = ModifyCacheSubnetGroupRequestMarshaller.Instance;options.ResponseUnmarshaller = ModifyCacheSubnetGroupResponseUnmarshaller.Instance;return Invoke<ModifyCacheSubnetGroupResponse>(request, options);}
","public virtual ModifyCacheSubnetGroupResponse ModifyCacheSubnetGroup(ModifyCacheSubnetGroupRequest request){var options = new InvokeOptions();options.RequestMarshaller = ModifyCacheSubnetGroupRequestMarshaller.Instance;options.ResponseUnmarshaller = ModifyCacheSubnetGroupResponseUnmarshaller.Instance;return Invoke<ModifyCacheSubnetGroupResponse>(request, options);}
","public virtual ModifyCacheSubnetGroupResponse Update(ModifyCacheSubnetGroupRequest modified){modified = ValidateModifyCacheSubnetGroupRequest(modified);return Invoke<ModifyCacheSubnetGroupResponse>(modified);}
",-1,"modifyCacheSubnetGroup,request","modifyCacheSubnetGroup:0.0,request:0.40789396044403214,",0,0,"request:modified,modifyCacheSubnetGroup:update,",0,0,Greedy,21,0.14525215625762938,failed,[],1.0,0.19682144694015952
25,"public void setParams(String params) {super.setParams(params);language = country = variant = """";StringTokenizer st = new StringTokenizer(params, "","");if (st.hasMoreTokens())language = st.nextToken();if (st.hasMoreTokens())country = st.nextToken();if (st.hasMoreTokens())variant = st.nextToken();}
",83,"public void init(String initialize) {super.init(initialize);language = setup = organization = """";StringTokenizer parse = new StringTokenizer(initialize, "","");if (parse.hasMoreTokens())language = parse.nextToken();if (parse.hasMoreTokens())setup = parse.nextToken();if (parse.hasMoreTokens())organization = parse.nextToken();}
","public override void SetParams(string @params){base.SetParams(@params);culture = """";string ignore;StringTokenizer st = new StringTokenizer(@params, "","");if (st.MoveNext())culture = st.Current;if (st.MoveNext())culture += ""-"" + st.Current;if (st.MoveNext())ignore = st.Current;}
","public override void SetParams(string @params){base.SetParams(@params);language = country = variant = """";StringTokenizer st = new StringTokenizer(@params, "","");if (st.HasMoreTokens())language = st.CurrentToken;if (st.HasMoreTokens())country = st.CurrentToken;if (st.HasMoreTokens())variant = st.CurrentToken;}
","public override void Validate(string initialize){base.Validate(initialize);language = setup = organization = """";StringTokenizer parse = new StringTokenizer(initialize, "","");if (parse.MoreTokens){language = parse.NextToken;if (parse.MoreTokens){setup = parse.NextToken;if (parse.MoreTokens){organization = parse.NextToken;}}else{language = parse.NextToken;}if (parse.MoreTokens){setup = parse.NextToken;}if (parse.MoreTokens){organization = parse.NextToken;}}
",-1,"setParams,params,language,country,st,variant","setParams:0.18457076348094503,params:0.37542360478168796,language:0.32836930397718933,country:0.3627558259722245,st:0.3479455988315703,variant:0.3366294295197873,",0,0,"params:initialize,country:language,st:parse,variant:organization,setParams:add,",0,0,Greedy,114,1.4863839944203694,failed,[],0.4338315247994173,0.2663141114708164
26,"public DeleteDocumentationVersionResult deleteDocumentationVersion(DeleteDocumentationVersionRequest request) {request = beforeClientExecution(request);return executeDeleteDocumentationVersion(request);}
",22,"public DeleteDocumentationVersionResult update(DeleteDocumentationVersionRequest run) {run = beforeClientExecution(run);return executeDeleteDocumentationVersion(run);}
","public virtual DeleteDocumentationVersionResponse DeleteDocumentationVersion(DeleteDocumentationVersionRequest request){var options = new InvokeOptions();options.RequestMarshaller = DeleteDocumentationVersionRequestMarshaller.Instance;options.ResponseUnmarshaller = DeleteDocumentationVersionResponseUnmarshaller.Instance;return Invoke<DeleteDocumentationVersionResponse>(request, options);}
","public virtual DeleteDocumentationVersionResponse DeleteDocumentationVersion(DeleteDocumentationVersionRequest request){var options = new InvokeOptions();options.RequestMarshaller = DeleteDocumentationVersionRequestMarshaller.Instance;options.ResponseUnmarshaller = DeleteDocumentationVersionResponseUnmarshaller.Instance;return Invoke<DeleteDocumentationVersionResponse>(request, options);}
","public virtual DeleteDocumentationVersionResponse Delete(DeleteDocumentationVersionRequest run){run = beforeClientExecution(run);return DeleteDocumentationVersion(run);}
",-1,"deleteDocumentationVersion,request","deleteDocumentationVersion:0.0,request:0.9389123598096405,",0,0,"request:run,deleteDocumentationVersion:update,",0,0,Greedy,19,0.1094584584236145,failed,[],1.0,0.1478631136068262
27,"public boolean equals(Object obj) {if (!(obj instanceof FacetLabel)) {return false;}FacetLabel other = (FacetLabel) obj;if (length != other.length) {return false; }for (int i = length - 1; i >= 0; i--) {if (!components[i].equals(other.components[i])) {return false;}}return true;}
",90,"public boolean compare(Object compare) {if (!(compare instanceof FacetLabel)) {return false;}FacetLabel compare = (FacetLabel) compare;if (length != compare.length) {return false; }for (int ref = length - 1; ref >= 0; ref--) {if (!components[ref].compare(compare.components[ref])) {return false;}}return true;}
","public override bool Equals(object obj){if (!(obj is FacetLabel)){return false;}FacetLabel other = (FacetLabel)obj;if (Length != other.Length){return false; }for (int i = Length - 1; i >= 0; i--){if (!Components[i].Equals(other.Components[i], StringComparison.Ordinal)){return false;}}return true;}
","public override bool Equals(object obj){if (!(obj is FacetLabel)){return false;}FacetLabel other = (FacetLabel)obj;if (length!= other.Length){return false; }for (int i = length - 1; i >= 0; i--){if (!components[i].Equals(other.components[i])){return false;}}return true;}
","public override bool Equals(object equals){if (!(equals is FacetLabel)){return false;}FacetLabel equals = (FacetLabel)equals;if (length!= equals.Length){return false; }for (int ref = length - 1; ref >= 0; ref--){if (!components[ref].Equals(equals.components[ref])){return false;}}return true;}
",-1,"equals,obj,other,i","equals:0.4018682715118437,obj:0.5112306127275673,other:0.6066991947306277,i:0.6262525727108413,",0,0,"i:ref,other:obj,obj:other,equals:compare,",0,0,Greedy,59,0.7015109101931254,failed,[],0.7778370743635752,0.35393518344599784
28,"public GetInstanceAccessDetailsResult getInstanceAccessDetails(GetInstanceAccessDetailsRequest request) {request = beforeClientExecution(request);return executeGetInstanceAccessDetails(request);}
",22,"public GetInstanceAccessDetailsResult getInstanceAccessDetails(GetInstanceAccessDetailsRequest parent) {parent = beforeClientExecution(parent);return executeGetInstanceAccessDetails(parent);}
","public virtual GetInstanceAccessDetailsResponse GetInstanceAccessDetails(GetInstanceAccessDetailsRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetInstanceAccessDetailsRequestMarshaller.Instance;options.ResponseUnmarshaller = GetInstanceAccessDetailsResponseUnmarshaller.Instance;return Invoke<GetInstanceAccessDetailsResponse>(request, options);}
","public virtual GetInstanceAccessDetailsResponse GetInstanceAccessDetails(GetInstanceAccessDetailsRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetInstanceAccessDetailsRequestMarshaller.Instance;options.ResponseUnmarshaller = GetInstanceAccessDetailsResponseUnmarshaller.Instance;return Invoke<GetInstanceAccessDetailsResponse>(request, options);}
","public virtual GetInstanceAccessDetailsResponse GetInstanceAccessDetails(GetInstanceAccessDetailsRequest input){var options = new InvokeOptions();options.RequestMarshaller = GetInstanceAccessDetailsRequestMarshaller.Instance;options.ResponseUnmarshaller = GetInstanceAccessDetailsResponseUnmarshaller.Instance;return Invoke<GetInstanceAccessDetailsResponse>(input, options);}
",-1,"getInstanceAccessDetails,request","getInstanceAccessDetails:0.0,request:0.517043815157769,",0,0,"request:parent,",0,0,Greedy,19,0.1706135352452596,failed,[],1.0,0.24964381578247352
29,"public HSSFPolygon createPolygon(HSSFChildAnchor anchor) {HSSFPolygon shape = new HSSFPolygon(this, anchor);shape.setParent(this);shape.setAnchor(anchor);shapes.add(shape);onCreate(shape);return shape;}
",49,"public HSSFPolygon create(HSSFChildAnchor null) {HSSFPolygon this = new HSSFPolygon(this, null);this.setParent(this);this.setAnchor(null);shapes.add(this);onCreate(this);return this;}
","public HSSFPolygon CreatePolygon(HSSFChildAnchor anchor){HSSFPolygon shape = new HSSFPolygon(this, anchor);shape.Parent = this;shape.Anchor = anchor;shapes.Add(shape);OnCreate(shape);return shape;}
","public HSSFPolygon CreatePolygon(HSSFChildAnchor anchor){HSSFPolygon shape = new HSSFPolygon(this, anchor);shape.Parent = this;shape.Anchor = anchor;shapes.Add(shape);OnCreate(shape);return shape;}
","public virtual HSSFPolygon Create(HSSFChildAnchor anchor){HSSFPolygon this = new HSSFPolygon(this, null);this.Parent = this;this.Anchor = anchor;shapes.Add(this);OnCreate(this);return this;}
",-1,"createPolygon,anchor,shape","createPolygon:0.2459418933793488,anchor:0.6094397255768722,shape:0.8024667082492348,",0,0,"shape:this,anchor:child,createPolygon:create,",0,0,Greedy,36,0.3100086569786072,failed,[],1.0,0.22762542108628847
30,"public String getSheetName(int sheetIndex) {return getBoundSheetRec(sheetIndex).getSheetname();}
",19,"public String text(int get) {return getBoundSheetRec(get).getSheetname();}
","public String GetSheetName(int sheetIndex){return GetBoundSheetRec(sheetIndex).Sheetname;}
","public string GetSheetName(int sheetIndex){return GetBoundSheetRec(sheetIndex).Sheetname;}
","public virtual string Text(int get){return GetBoundSheetRec(get).Sheetname;}
",-1,"getSheetName,sheetIndex","getSheetName:0.12146654983380306,sheetIndex:0.5358466136373524,",0,0,"sheetIndex:get,getSheetName:text,",0,0,Greedy,14,0.05023130178451538,failed,[],0.5822786554752528,0.46504700497112916
31,"public GetDashboardResult getDashboard(GetDashboardRequest request) {request = beforeClientExecution(request);return executeGetDashboard(request);}
",22,"public GetDashboardResult get(GetDashboardRequest input) {input = beforeClientExecution(input);return executeGetDashboard(input);}
","public virtual GetDashboardResponse GetDashboard(GetDashboardRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetDashboardRequestMarshaller.Instance;options.ResponseUnmarshaller = GetDashboardResponseUnmarshaller.Instance;return Invoke<GetDashboardResponse>(request, options);}
","public virtual GetDashboardResponse GetDashboard(GetDashboardRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetDashboardRequestMarshaller.Instance;options.ResponseUnmarshaller = GetDashboardResponseUnmarshaller.Instance;return Invoke<GetDashboardResponse>(request, options);}
","public virtual GetDashboardResponse Get(GetDashboardRequest input){var options = new InvokeOptions();options.RequestMarshaller = GetDashboardRequestMarshaller.Instance;options.ResponseUnmarshaller = GetDashboardResponseUnmarshaller.Instance;return Invoke<GetDashboardResponse>(input, options);}
",-1,"getDashboard,request","getDashboard:0.0,request:0.517043815157769,",0,0,"request:input,getDashboard:get,",0,0,Greedy,20,0.18859458367029827,failed,[],1.0,0.7953006008130087
32,"public AssociateSigninDelegateGroupsWithAccountResult associateSigninDelegateGroupsWithAccount(AssociateSigninDelegateGroupsWithAccountRequest request) {request = beforeClientExecution(request);return executeAssociateSigninDelegateGroupsWithAccount(request);}
",22,"public AssociateSigninDelegateGroupsWithAccountResult associate(AssociateSigninDelegateGroupsWithAccountRequest association) {association = beforeClientExecution(association);return executeAssociateSigninDelegateGroupsWithAccount(association);}
","public virtual AssociateSigninDelegateGroupsWithAccountResponse AssociateSigninDelegateGroupsWithAccount(AssociateSigninDelegateGroupsWithAccountRequest request){var options = new InvokeOptions();options.RequestMarshaller = AssociateSigninDelegateGroupsWithAccountRequestMarshaller.Instance;options.ResponseUnmarshaller = AssociateSigninDelegateGroupsWithAccountResponseUnmarshaller.Instance;return Invoke<AssociateSigninDelegateGroupsWithAccountResponse>(request, options);}
","public virtual AssociateSigninDelegateGroupsWithAccountResponse AssociateSigninDelegateGroupsWithAccount(AssociateSigninDelegateGroupsWithAccountRequest request){var options = new InvokeOptions();options.RequestMarshaller = AssociateSigninDelegateGroupsWithAccountRequestMarshaller.Instance;options.ResponseUnmarshaller = AssociateSigninDelegateGroupsWithAccountResponseUnmarshaller.Instance;return Invoke<AssociateSigninDelegateGroupsWithAccountResponse>(request, options);}
","public virtual AssociateSigninDelegateGroupsWithAccountResponse AssociateSigninDelegateGroupsWithAccount(AssociateSigninDelegateGroupsWithAccountRequest association){association = ValidateRequest<AssociateSigninDelegateGroupsWithAccountRequest>(association);return Invoke<AssociateSigninDelegateGroupsWithAccountResponse>(association, InvokeOptions.Instance);}
",-1,"associateSigninDelegateGroupsWithAccount,request","associateSigninDelegateGroupsWithAccount:0.0,request:0.40789396044403214,",0,0,"request:association,associateSigninDelegateGroupsWithAccount:call,",0,0,Greedy,17,0.1719361146291097,failed,[],1.0,0.22904609921627356
33,"public void addMultipleBlanks(MulBlankRecord mbr) {for (int j = 0; j < mbr.getNumColumns(); j++) {BlankRecord br = new BlankRecord();br.setColumn(( short ) (j + mbr.getFirstColumn()));br.setRow(mbr.getRow());br.setXFIndex(mbr.getXFAt(j));insertCell(br);}}
",85,"public void add(MulBlankRecord process) {for (int 1 = 0; 1 < process.getNumColumns(); 1++) {BlankRecord 1 = new BlankRecord();1.setColumn(( short ) (1 + process.getFirstColumn()));1.setRow(process.getRow());1.setXFIndex(process.getXFAt(1));insertCell(1);}}
","public void AddMultipleBlanks(MulBlankRecord mbr){for (int j = 0; j < mbr.NumColumns; j++){BlankRecord br = new BlankRecord();br.Column = j + mbr.FirstColumn;br.Row = mbr.Row;br.XFIndex = (mbr.GetXFAt(j));InsertCell(br);}}
","public void AddMultipleBlanks(MulBlankRecord mbr){for (int j = 0; j < mbr.NumColumns; j++){BlankRecord br = new BlankRecord();br.Column = ((short)((j + mbr.FirstColumn)).ShortValue);br.Row = mbr.Row;br.XFIndex = mbr.XFAt(j);InsertCell(br);}}
","public void Add(MulBlankRecord process){for (int 1 = 0; 1 < process.NumColumns; 1++){BlankRecord 1 = new BlankRecord();1.Column = ((short)((1 + process.FirstColumn));1.Row = process.Row;1.XFIndex = process.GetXFAt(1);InsertCell(1);}}
",-1,"addMultipleBlanks,mbr,j,br","addMultipleBlanks:0.14978049771872526,mbr:0.41487012423953445,j:0.24730724667169057,br:0.34484775036455684,",0,0,"mbr:process,br:0,j:record,addMultipleBlanks:process,",0,0,Greedy,61,0.7178832848866781,failed,[],0.7477340149807571,0.20537715681122054
34,"public static String quote(String string) {StringBuilder sb = new StringBuilder();sb.append(""\\Q"");int apos = 0;int k;while ((k = string.indexOf(""\\E"", apos)) >= 0) {sb.append(string.substring(apos, k + 2)).append(""\\\\E\\Q"");apos = k + 2;}return sb.append(string.substring(apos)).append(""\\E"").toString();}
",101,"public static String quote(String string) {StringBuilder string = new StringBuilder();string.append(""\\Q"");int value = 0;int start;while ((start = string.indexOf(""\\E"", value)) >= 0) {string.append(string.substring(value, start + 2)).append(""\\\\E\\Q"");value = start + 2;}return string.append(string.substring(value)).append(""\\E"").toString();}
","public static string quote(string @string){java.lang.StringBuilder sb = new java.lang.StringBuilder();sb.append(""\\Q"");int apos = 0;int k;while ((k = @string.IndexOf(""\\E"", apos)) >= 0){sb.append(Sharpen.StringHelper.Substring(@string, apos, k + 2)).append(""\\\\E\\Q"");apos = k + 2;}return sb.append(Sharpen.StringHelper.Substring(@string, apos)).append(""\\E"").ToString();}
","public static string Quote(string @string){StringBuilder sb = new StringBuilder();sb.Append(""\\Q"");int apos = 0;int k;while ((k = @string.IndexOf(""\\E"", apos)) >= 0){sb.Append(@string.Substring(apos, k + 2)).Append(""\\\\E\\Q"");apos = k + 2;}return sb.Append(@string.Substring(apos)).Append(""\\E"").ToString();}
","public static string Quote(string @string){StringBuilder string = new StringBuilder();string.Append(""\\Q"");int value = 0;int start;while ((start = string.IndexOf(""\\E"", value)) >= 0){string.Append(string.Substring(value, start + 2)).Append(""\\\\E\\Q"");value = start + 2;}return string.Append(@string.Substring(value)).Append(""\\E"").ToString();}
",-1,"quote,string,sb,apos,k","quote:0.22505819483821615,string:0.24833107101688778,sb:0.3895832390377368,apos:0.35859280920761943,k:0.35725172322765325,",0,0,"sb:string,apos:value,k:value,",0,0,Greedy,81,1.1064964652061462,failed,[],0.4818723679792141,0.24627208983767856
